backend,mode,case_id,family,repeat,expected,predicted,status,elapsed_ms,review,request_sha256
jev,choice,urgency-01,urgency,0,urgent,urgent,ok,278.62279198598117,,b6ccbac1c3eaf7c90cf03b582d3abaeab8979d98a4df673ff5f29d0977ee3c91
jev,choice,urgency-01,urgency,1,urgent,urgent,ok,275.05712502170354,,b6ccbac1c3eaf7c90cf03b582d3abaeab8979d98a4df673ff5f29d0977ee3c91
jev,choice,urgency-01,urgency,2,urgent,urgent,ok,231.46358301164582,,b6ccbac1c3eaf7c90cf03b582d3abaeab8979d98a4df673ff5f29d0977ee3c91
jev,choice,urgency-02,urgency,0,urgent,urgent,ok,289.1807910054922,,e62f7e3c8d5a9057c8441f19e7167932eb6c7aa4b1c9cbf104fa98f83b212c25
jev,choice,urgency-02,urgency,1,urgent,urgent,ok,238.88904100749642,,e62f7e3c8d5a9057c8441f19e7167932eb6c7aa4b1c9cbf104fa98f83b212c25
jev,choice,urgency-02,urgency,2,urgent,urgent,ok,257.0909169735387,,e62f7e3c8d5a9057c8441f19e7167932eb6c7aa4b1c9cbf104fa98f83b212c25
jev,choice,urgency-03,urgency,0,todo,todo,ok,293.81558299064636,,146629432c46d1dc2b3fed8833695df1d9239f94e438e969e7c309d87dc0ebfe
jev,choice,urgency-03,urgency,1,todo,todo,ok,255.77300001168624,,146629432c46d1dc2b3fed8833695df1d9239f94e438e969e7c309d87dc0ebfe
jev,choice,urgency-03,urgency,2,todo,todo,ok,254.00695897405967,,146629432c46d1dc2b3fed8833695df1d9239f94e438e969e7c309d87dc0ebfe
jev,choice,urgency-04,urgency,0,todo,todo,ok,231.77620797650889,,1996ccad3e24135fdbd7e76d0b5c706adc7e806bdf58adb13cc1c498ba85da3e
jev,choice,urgency-04,urgency,1,todo,todo,ok,308.20554099045694,,1996ccad3e24135fdbd7e76d0b5c706adc7e806bdf58adb13cc1c498ba85da3e
jev,choice,urgency-04,urgency,2,todo,todo,ok,287.3143330216408,,1996ccad3e24135fdbd7e76d0b5c706adc7e806bdf58adb13cc1c498ba85da3e
jev,choice,urgency-05,urgency,0,valuable,valuable,ok,254.71045897575095,,4ca42c8242aaaaab80f91ea4c2225ed4f1fcd91c647318fab8a26391b6ef6644
jev,choice,urgency-05,urgency,1,valuable,valuable,ok,335.4827500297688,,4ca42c8242aaaaab80f91ea4c2225ed4f1fcd91c647318fab8a26391b6ef6644
jev,choice,urgency-05,urgency,2,valuable,valuable,ok,255.3159169619903,,4ca42c8242aaaaab80f91ea4c2225ed4f1fcd91c647318fab8a26391b6ef6644
jev,choice,urgency-06,urgency,0,valuable,valuable,ok,235.13099999399856,,e1cafc9a41793547f1f9afcd05212bb6d63af85349a0bb0ceaae72c8f9117f03
jev,choice,urgency-06,urgency,1,valuable,valuable,ok,299.7595419874415,,e1cafc9a41793547f1f9afcd05212bb6d63af85349a0bb0ceaae72c8f9117f03
jev,choice,urgency-06,urgency,2,valuable,valuable,ok,248.6000409699045,,e1cafc9a41793547f1f9afcd05212bb6d63af85349a0bb0ceaae72c8f9117f03
jev,choice,urgency-07,urgency,0,noise,noise,ok,238.03504201350734,,b8af0b4e69a0c6bcae666485e9fc61b6217ef4ce222592ca6ff29708becfa43e
jev,choice,urgency-07,urgency,1,noise,noise,ok,257.89416703628376,,b8af0b4e69a0c6bcae666485e9fc61b6217ef4ce222592ca6ff29708becfa43e
jev,choice,urgency-07,urgency,2,noise,noise,ok,226.10691701993346,,b8af0b4e69a0c6bcae666485e9fc61b6217ef4ce222592ca6ff29708becfa43e
jev,choice,urgency-08,urgency,0,noise,noise,ok,317.4066249630414,,74d9fe9715f260a1383aa1bca03e313c180fd8482c3bcb9acafa36ca30ffaacb
jev,choice,urgency-08,urgency,1,noise,noise,ok,243.73687501065433,,74d9fe9715f260a1383aa1bca03e313c180fd8482c3bcb9acafa36ca30ffaacb
jev,choice,urgency-08,urgency,2,noise,noise,ok,272.5752499536611,,74d9fe9715f260a1383aa1bca03e313c180fd8482c3bcb9acafa36ca30ffaacb
jev,four_noul,conditional-01,conditional,0,urgent,urgent,ok,248.52279195329174,False,76b45208ea9eac4cd7347434c85cab4d479787d28692205a6a0cc7eaa51a17c5
jev,four_noul,conditional-01,conditional,1,urgent,urgent,ok,324.1139170131646,False,76b45208ea9eac4cd7347434c85cab4d479787d28692205a6a0cc7eaa51a17c5
jev,four_noul,conditional-01,conditional,2,urgent,urgent,ok,239.9584999657236,False,76b45208ea9eac4cd7347434c85cab4d479787d28692205a6a0cc7eaa51a17c5
jev,four_noul,conditional-02,conditional,0,urgent,urgent,ok,251.4210829976946,False,fdce81cfb6e4193f0adc68d80b1fbe735430eab97bb037293a6ed2696dfd0599
jev,four_noul,conditional-02,conditional,1,urgent,urgent,ok,251.59662496298552,False,fdce81cfb6e4193f0adc68d80b1fbe735430eab97bb037293a6ed2696dfd0599
jev,four_noul,conditional-02,conditional,2,urgent,urgent,ok,259.8103749915026,False,fdce81cfb6e4193f0adc68d80b1fbe735430eab97bb037293a6ed2696dfd0599
jev,four_noul,conditional-03,conditional,0,todo,todo,ok,245.92249997658655,False,0cccaeb951e01acb23c00f0bccf86c5550cd484f3643fc3739a1753f91f8f038
jev,four_noul,conditional-03,conditional,1,todo,todo,ok,270.065666991286,False,0cccaeb951e01acb23c00f0bccf86c5550cd484f3643fc3739a1753f91f8f038
jev,four_noul,conditional-03,conditional,2,todo,todo,ok,285.2272919844836,False,0cccaeb951e01acb23c00f0bccf86c5550cd484f3643fc3739a1753f91f8f038
jev,four_noul,conditional-04,conditional,0,todo,todo,ok,280.11095797410235,False,26b1a32af59516422a0006127f9884dcfe23b4fa2cd009cab1ad4fdfd5da1af6
jev,four_noul,conditional-04,conditional,1,todo,todo,ok,240.96262495731935,False,26b1a32af59516422a0006127f9884dcfe23b4fa2cd009cab1ad4fdfd5da1af6
jev,four_noul,conditional-04,conditional,2,todo,todo,ok,259.8054159898311,False,26b1a32af59516422a0006127f9884dcfe23b4fa2cd009cab1ad4fdfd5da1af6
jev,four_noul,conditional-05,conditional,0,valuable,valuable,ok,240.20499998005107,True,0335649ad46e60fe72fb5eeac62ea5b657df0ed55e77e54491ce8285438ec574
jev,four_noul,conditional-05,conditional,1,valuable,valuable,ok,299.1133329924196,True,0335649ad46e60fe72fb5eeac62ea5b657df0ed55e77e54491ce8285438ec574
jev,four_noul,conditional-05,conditional,2,valuable,valuable,ok,243.15583397401497,True,0335649ad46e60fe72fb5eeac62ea5b657df0ed55e77e54491ce8285438ec574
jev,four_noul,conditional-06,conditional,0,valuable,valuable,ok,224.4459170033224,False,4fe1fea1334f69242848c1dbd9e2dc716c2a38276ab55853517d532bd1b62b4c
jev,four_noul,conditional-06,conditional,1,valuable,valuable,ok,251.4420420047827,False,4fe1fea1334f69242848c1dbd9e2dc716c2a38276ab55853517d532bd1b62b4c
jev,four_noul,conditional-06,conditional,2,valuable,valuable,ok,364.03391597559676,False,4fe1fea1334f69242848c1dbd9e2dc716c2a38276ab55853517d532bd1b62b4c
jev,four_noul,conditional-07,conditional,0,noise,noise,ok,300.6804590113461,True,13539625dc01720d59567e42bdfc4ee6d6d65794491783c33fa2027a7750bfc6
jev,four_noul,conditional-07,conditional,1,noise,noise,ok,276.2698750011623,True,13539625dc01720d59567e42bdfc4ee6d6d65794491783c33fa2027a7750bfc6
jev,four_noul,conditional-07,conditional,2,noise,noise,ok,286.8582920054905,True,13539625dc01720d59567e42bdfc4ee6d6d65794491783c33fa2027a7750bfc6
jev,four_noul,conditional-08,conditional,0,noise,noise,ok,251.4622500166297,True,31dd25e89cfdfd37f62217aa3e3a76d55f9b09334aaaa449aa23230bfff654de
jev,four_noul,conditional-08,conditional,1,noise,noise,ok,238.21841698372737,True,31dd25e89cfdfd37f62217aa3e3a76d55f9b09334aaaa449aa23230bfff654de
jev,four_noul,conditional-08,conditional,2,noise,noise,ok,250.69408299168572,True,31dd25e89cfdfd37f62217aa3e3a76d55f9b09334aaaa449aa23230bfff654de
jev,four_noul,cross_chat-01,cross_chat,0,urgent,urgent,ok,220.1648330083117,False,1f161eaef6901136f7e57729eb8c306b2957bf03663e357631afc5b5dc700ac6
jev,four_noul,cross_chat-01,cross_chat,1,urgent,urgent,ok,250.7777499849908,False,1f161eaef6901136f7e57729eb8c306b2957bf03663e357631afc5b5dc700ac6
jev,four_noul,cross_chat-01,cross_chat,2,urgent,urgent,ok,269.9149170075543,False,1f161eaef6901136f7e57729eb8c306b2957bf03663e357631afc5b5dc700ac6
jev,four_noul,cross_chat-02,cross_chat,0,urgent,urgent,ok,266.477000026498,False,c906fb293b859bb8e6b62fc77b7e7d8ef785ff28f8176c9fc0da42b17851b2b2
jev,four_noul,cross_chat-02,cross_chat,1,urgent,urgent,ok,265.4372919932939,False,c906fb293b859bb8e6b62fc77b7e7d8ef785ff28f8176c9fc0da42b17851b2b2
jev,four_noul,cross_chat-02,cross_chat,2,urgent,urgent,ok,273.3415000257082,False,c906fb293b859bb8e6b62fc77b7e7d8ef785ff28f8176c9fc0da42b17851b2b2
jev,four_noul,cross_chat-03,cross_chat,0,todo,noise,ok,229.19454204384238,True,465383fbef29616bbd49e1f841afb141c89c8d1ee6cb71e2dcf6bed5283f2784
jev,four_noul,cross_chat-03,cross_chat,1,todo,noise,ok,237.70420800428838,True,465383fbef29616bbd49e1f841afb141c89c8d1ee6cb71e2dcf6bed5283f2784
jev,four_noul,cross_chat-03,cross_chat,2,todo,noise,ok,252.2267500171438,True,465383fbef29616bbd49e1f841afb141c89c8d1ee6cb71e2dcf6bed5283f2784
jev,four_noul,cross_chat-04,cross_chat,0,todo,todo,ok,252.05029197968543,False,de1f7576a24f4b4bad8e74294069bca7185ff3c75ac3313a0ae268271d3fc199
jev,four_noul,cross_chat-04,cross_chat,1,todo,todo,ok,255.59933297336102,False,de1f7576a24f4b4bad8e74294069bca7185ff3c75ac3313a0ae268271d3fc199
jev,four_noul,cross_chat-04,cross_chat,2,todo,todo,ok,232.95887501444668,False,de1f7576a24f4b4bad8e74294069bca7185ff3c75ac3313a0ae268271d3fc199
jev,four_noul,cross_chat-05,cross_chat,0,valuable,valuable,ok,317.0167910284363,False,98332f90b277a8a390d016e8062b300b396b2e4f946a2754f6c9286613f1f5ff
jev,four_noul,cross_chat-05,cross_chat,1,valuable,valuable,ok,232.78620897326618,False,98332f90b277a8a390d016e8062b300b396b2e4f946a2754f6c9286613f1f5ff
jev,four_noul,cross_chat-05,cross_chat,2,valuable,valuable,ok,239.73283299710602,False,98332f90b277a8a390d016e8062b300b396b2e4f946a2754f6c9286613f1f5ff
jev,four_noul,cross_chat-06,cross_chat,0,valuable,valuable,ok,239.054000005126,False,6662d20f248d451c9dff097a07a755de6a842c0aab9bb1646f093831642e896c
jev,four_noul,cross_chat-06,cross_chat,1,valuable,valuable,ok,212.47370803030208,False,6662d20f248d451c9dff097a07a755de6a842c0aab9bb1646f093831642e896c
jev,four_noul,cross_chat-06,cross_chat,2,valuable,valuable,ok,248.09495802037418,False,6662d20f248d451c9dff097a07a755de6a842c0aab9bb1646f093831642e896c
jev,four_noul,cross_chat-07,cross_chat,0,noise,noise,ok,239.1199999838136,False,b40908c91b09a348d2305261cadf580f37f09914f6e5f1013a97ef3a42754eb6
jev,four_noul,cross_chat-07,cross_chat,1,noise,noise,ok,219.0445419983007,False,b40908c91b09a348d2305261cadf580f37f09914f6e5f1013a97ef3a42754eb6
jev,four_noul,cross_chat-07,cross_chat,2,noise,noise,ok,247.27983301272616,False,b40908c91b09a348d2305261cadf580f37f09914f6e5f1013a97ef3a42754eb6
jev,four_noul,cross_chat-08,cross_chat,0,noise,noise,ok,236.22645798604935,False,b14b4503d5ed168cc077c4d5ca1f64e0329c43b2bc1a521ddda3d7560551ccf4
jev,four_noul,cross_chat-08,cross_chat,1,noise,noise,ok,277.3232079925947,False,b14b4503d5ed168cc077c4d5ca1f64e0329c43b2bc1a521ddda3d7560551ccf4
jev,four_noul,cross_chat-08,cross_chat,2,noise,noise,ok,263.1376250064932,False,b14b4503d5ed168cc077c4d5ca1f64e0329c43b2bc1a521ddda3d7560551ccf4
jev,four_noul,knowledge-01,knowledge,0,urgent,urgent,ok,279.33087496785447,False,a33f7812cfa29b22de5d58596d54658e8ad6c6fd6bd4d79f21d46ffe09b7dce3
jev,four_noul,knowledge-01,knowledge,1,urgent,urgent,ok,269.16758401785046,False,a33f7812cfa29b22de5d58596d54658e8ad6c6fd6bd4d79f21d46ffe09b7dce3
jev,four_noul,knowledge-01,knowledge,2,urgent,urgent,ok,222.69633295945823,False,a33f7812cfa29b22de5d58596d54658e8ad6c6fd6bd4d79f21d46ffe09b7dce3
jev,four_noul,knowledge-02,knowledge,0,urgent,urgent,ok,286.7671250132844,False,a1884ce57bb84e618ac6377def7281d73d5ab96d725ce2e241ed073818e3885d
jev,four_noul,knowledge-02,knowledge,1,urgent,urgent,ok,246.98029196588323,True,a1884ce57bb84e618ac6377def7281d73d5ab96d725ce2e241ed073818e3885d
jev,four_noul,knowledge-02,knowledge,2,urgent,urgent,ok,317.1362080029212,False,a1884ce57bb84e618ac6377def7281d73d5ab96d725ce2e241ed073818e3885d
jev,four_noul,knowledge-03,knowledge,0,todo,todo,ok,271.39374997932464,False,e8a48af2fba1a025a37576d0db055027c6e3d032750ee0f3913626812906b6d9
jev,four_noul,knowledge-03,knowledge,1,todo,todo,ok,226.58083401620388,False,e8a48af2fba1a025a37576d0db055027c6e3d032750ee0f3913626812906b6d9
jev,four_noul,knowledge-03,knowledge,2,todo,todo,ok,234.64154201792553,False,e8a48af2fba1a025a37576d0db055027c6e3d032750ee0f3913626812906b6d9
jev,four_noul,knowledge-04,knowledge,0,todo,todo,ok,227.48033399693668,False,948747c5fef90c334cd174b53cb312aefa5d6e3169b830325dbeac016f57c77f
jev,four_noul,knowledge-04,knowledge,1,todo,todo,ok,258.3222920075059,False,948747c5fef90c334cd174b53cb312aefa5d6e3169b830325dbeac016f57c77f
jev,four_noul,knowledge-04,knowledge,2,todo,todo,ok,232.77379205683246,False,948747c5fef90c334cd174b53cb312aefa5d6e3169b830325dbeac016f57c77f
jev,four_noul,knowledge-05,knowledge,0,valuable,valuable,ok,242.0312920003198,False,96ce0d15593d2356b2083fe254e18826b4ce8dc138558b209633b8ceb8d6a2ff
jev,four_noul,knowledge-05,knowledge,1,valuable,valuable,ok,248.68995900033042,False,96ce0d15593d2356b2083fe254e18826b4ce8dc138558b209633b8ceb8d6a2ff
jev,four_noul,knowledge-05,knowledge,2,valuable,valuable,ok,249.16445900453255,False,96ce0d15593d2356b2083fe254e18826b4ce8dc138558b209633b8ceb8d6a2ff
jev,four_noul,knowledge-06,knowledge,0,valuable,valuable,ok,280.28900001663715,False,3bb3f466de4f7780faa0814d15273cd355fe7c9de3f80f562ad716c791ef6c15
jev,four_noul,knowledge-06,knowledge,1,valuable,valuable,ok,222.02641604235396,False,3bb3f466de4f7780faa0814d15273cd355fe7c9de3f80f562ad716c791ef6c15
jev,four_noul,knowledge-06,knowledge,2,valuable,valuable,ok,259.0804590145126,False,3bb3f466de4f7780faa0814d15273cd355fe7c9de3f80f562ad716c791ef6c15
jev,four_noul,knowledge-07,knowledge,0,noise,noise,ok,237.66012501437217,True,88c4476e967cda457a143f5a6d980ad1a550f0b113fe36ee02b5ab9f74405f0d
jev,four_noul,knowledge-07,knowledge,1,noise,noise,ok,291.19183303555474,False,88c4476e967cda457a143f5a6d980ad1a550f0b113fe36ee02b5ab9f74405f0d
jev,four_noul,knowledge-07,knowledge,2,noise,noise,ok,217.56291697965935,False,88c4476e967cda457a143f5a6d980ad1a550f0b113fe36ee02b5ab9f74405f0d
jev,four_noul,knowledge-08,knowledge,0,noise,noise,ok,251.68195803416893,False,e8285cc154c9ece110a88ea772cde35f01cb6db76fb682c6827ef08f3681dfde
jev,four_noul,knowledge-08,knowledge,1,noise,noise,ok,228.4844170208089,False,e8285cc154c9ece110a88ea772cde35f01cb6db76fb682c6827ef08f3681dfde
jev,four_noul,knowledge-08,knowledge,2,noise,noise,ok,213.44266703817993,False,e8285cc154c9ece110a88ea772cde35f01cb6db76fb682c6827ef08f3681dfde
jev,four_noul,lifecycle-01,lifecycle,0,urgent,urgent,ok,232.74875001516193,True,6143ef43fcd43df5af2c83ebf56f766e8cab4ab86a8928a9fe13057ef1a70967
jev,four_noul,lifecycle-01,lifecycle,1,urgent,urgent,ok,249.06058300985023,True,6143ef43fcd43df5af2c83ebf56f766e8cab4ab86a8928a9fe13057ef1a70967
jev,four_noul,lifecycle-01,lifecycle,2,urgent,urgent,ok,270.12120897416025,True,6143ef43fcd43df5af2c83ebf56f766e8cab4ab86a8928a9fe13057ef1a70967
jev,four_noul,lifecycle-02,lifecycle,0,urgent,urgent,ok,252.06358300056309,False,eae15f49f02bec72efa97985acefc966c6a49097b1d798e1d858a7869fb23b66
jev,four_noul,lifecycle-02,lifecycle,1,urgent,urgent,ok,300.522584002465,False,eae15f49f02bec72efa97985acefc966c6a49097b1d798e1d858a7869fb23b66
jev,four_noul,lifecycle-02,lifecycle,2,urgent,urgent,ok,262.80183298513293,False,eae15f49f02bec72efa97985acefc966c6a49097b1d798e1d858a7869fb23b66
jev,four_noul,lifecycle-03,lifecycle,0,todo,todo,ok,241.7637089965865,False,5f89c2a77b90a703305868054546c60fada92106f25824ba372ddd3880b6b599
jev,four_noul,lifecycle-03,lifecycle,1,todo,todo,ok,268.15633301157504,False,5f89c2a77b90a703305868054546c60fada92106f25824ba372ddd3880b6b599
jev,four_noul,lifecycle-03,lifecycle,2,todo,todo,ok,243.93279099604115,False,5f89c2a77b90a703305868054546c60fada92106f25824ba372ddd3880b6b599
jev,four_noul,lifecycle-04,lifecycle,0,todo,todo,ok,233.27587498351932,False,1e150ee4c4917124fe213a57bcb0098a3874ef7429a2206c3a9f80df3b6396b4
jev,four_noul,lifecycle-04,lifecycle,1,todo,todo,ok,254.3327920138836,False,1e150ee4c4917124fe213a57bcb0098a3874ef7429a2206c3a9f80df3b6396b4
jev,four_noul,lifecycle-04,lifecycle,2,todo,todo,ok,218.95529102766886,False,1e150ee4c4917124fe213a57bcb0098a3874ef7429a2206c3a9f80df3b6396b4
jev,four_noul,lifecycle-05,lifecycle,0,valuable,valuable,ok,245.2506250119768,False,8b60e9493f71621eb689d8cc25bb41c4a8b39da0a979ef614c9b6a6e203a5060
jev,four_noul,lifecycle-05,lifecycle,1,valuable,valuable,ok,233.64433302776888,False,8b60e9493f71621eb689d8cc25bb41c4a8b39da0a979ef614c9b6a6e203a5060
jev,four_noul,lifecycle-05,lifecycle,2,valuable,valuable,ok,242.79858299996704,False,8b60e9493f71621eb689d8cc25bb41c4a8b39da0a979ef614c9b6a6e203a5060
jev,four_noul,lifecycle-06,lifecycle,0,valuable,valuable,ok,248.94891696749255,False,bd886cacf6b4fb90c827d3339d84bb9e88fbdd97da072331537fe129ca6a3d49
jev,four_noul,lifecycle-06,lifecycle,1,valuable,valuable,ok,277.40929200081155,False,bd886cacf6b4fb90c827d3339d84bb9e88fbdd97da072331537fe129ca6a3d49
jev,four_noul,lifecycle-06,lifecycle,2,valuable,valuable,ok,218.82137504871935,False,bd886cacf6b4fb90c827d3339d84bb9e88fbdd97da072331537fe129ca6a3d49
jev,four_noul,lifecycle-07,lifecycle,0,noise,noise,ok,251.81695801438764,True,ce73ba4559ee814d917a8ea5762692a64c310d2abd1a5e6b86eae6b3482cb539
jev,four_noul,lifecycle-07,lifecycle,1,noise,noise,ok,256.36733300052583,True,ce73ba4559ee814d917a8ea5762692a64c310d2abd1a5e6b86eae6b3482cb539
jev,four_noul,lifecycle-07,lifecycle,2,noise,noise,ok,281.07512497808784,True,ce73ba4559ee814d917a8ea5762692a64c310d2abd1a5e6b86eae6b3482cb539
jev,four_noul,lifecycle-08,lifecycle,0,noise,noise,ok,246.7142500099726,True,71689c8b612471e5633df6f0ad1daede6abc36f71f12c3c8642d860fe88163a9
jev,four_noul,lifecycle-08,lifecycle,1,noise,noise,ok,251.4035000349395,True,71689c8b612471e5633df6f0ad1daede6abc36f71f12c3c8642d860fe88163a9
jev,four_noul,lifecycle-08,lifecycle,2,noise,noise,ok,233.94241597270593,True,71689c8b612471e5633df6f0ad1daede6abc36f71f12c3c8642d860fe88163a9
jev,four_noul,ownership-01,ownership,0,urgent,urgent,ok,280.38591699441895,False,7cd8ea049b7459ee9c749645e757a9af480c26d6889ca7fba84f64e455af09a3
jev,four_noul,ownership-01,ownership,1,urgent,urgent,ok,405.2408749703318,False,7cd8ea049b7459ee9c749645e757a9af480c26d6889ca7fba84f64e455af09a3
jev,four_noul,ownership-01,ownership,2,urgent,urgent,ok,353.15741697559133,False,7cd8ea049b7459ee9c749645e757a9af480c26d6889ca7fba84f64e455af09a3
jev,four_noul,ownership-02,ownership,0,urgent,urgent,ok,250.35837502218783,False,f36fdac4ddf8e80cedf58e5932fa626c878525b9549851c640716ef5f1054b37
jev,four_noul,ownership-02,ownership,1,urgent,urgent,ok,254.2912500211969,False,f36fdac4ddf8e80cedf58e5932fa626c878525b9549851c640716ef5f1054b37
jev,four_noul,ownership-02,ownership,2,urgent,urgent,ok,324.68449999578297,False,f36fdac4ddf8e80cedf58e5932fa626c878525b9549851c640716ef5f1054b37
jev,four_noul,ownership-03,ownership,0,todo,todo,ok,221.59616701537743,False,72de14774b03cb37331ba32dde48dd56df3e12e76287a2c0c426049a23b2a195
jev,four_noul,ownership-03,ownership,1,todo,todo,ok,236.91558296559379,False,72de14774b03cb37331ba32dde48dd56df3e12e76287a2c0c426049a23b2a195
jev,four_noul,ownership-03,ownership,2,todo,todo,ok,238.33800002466887,False,72de14774b03cb37331ba32dde48dd56df3e12e76287a2c0c426049a23b2a195
jev,four_noul,ownership-04,ownership,0,todo,todo,ok,340.6679590116255,False,c84e613f3f9eb3e02b806621094f55d8c6baa379fa9932edd3897a55fa80adc4
jev,four_noul,ownership-04,ownership,1,todo,todo,ok,241.77875003078952,False,c84e613f3f9eb3e02b806621094f55d8c6baa379fa9932edd3897a55fa80adc4
jev,four_noul,ownership-04,ownership,2,todo,todo,ok,259.9867500248365,False,c84e613f3f9eb3e02b806621094f55d8c6baa379fa9932edd3897a55fa80adc4
jev,four_noul,ownership-05,ownership,0,valuable,valuable,ok,222.5442089838907,False,fc88d843153e380672243db4a2a3cceb20f540874230924605c21c85f75723bf
jev,four_noul,ownership-05,ownership,1,valuable,valuable,ok,242.21608397783712,False,fc88d843153e380672243db4a2a3cceb20f540874230924605c21c85f75723bf
jev,four_noul,ownership-05,ownership,2,valuable,valuable,ok,229.16441701818258,False,fc88d843153e380672243db4a2a3cceb20f540874230924605c21c85f75723bf
jev,four_noul,ownership-06,ownership,0,valuable,valuable,ok,235.5135830002837,False,6c8b45b1567720aeace61f1b9cb96ce6f0020464b8f9880f0c2aa06fa15cdaf6
jev,four_noul,ownership-06,ownership,1,valuable,valuable,ok,291.19495797203854,False,6c8b45b1567720aeace61f1b9cb96ce6f0020464b8f9880f0c2aa06fa15cdaf6
jev,four_noul,ownership-06,ownership,2,valuable,valuable,ok,237.08450002595782,False,6c8b45b1567720aeace61f1b9cb96ce6f0020464b8f9880f0c2aa06fa15cdaf6
jev,four_noul,ownership-07,ownership,0,noise,noise,ok,223.50245801499113,False,b7b16f6d4febbfda41094be2cc6d92bd68389770a94f169d4d69d6f970db463c
jev,four_noul,ownership-07,ownership,1,noise,noise,ok,291.4167910348624,False,b7b16f6d4febbfda41094be2cc6d92bd68389770a94f169d4d69d6f970db463c
jev,four_noul,ownership-07,ownership,2,noise,noise,ok,246.24954198952764,False,b7b16f6d4febbfda41094be2cc6d92bd68389770a94f169d4d69d6f970db463c
jev,four_noul,ownership-08,ownership,0,noise,noise,ok,235.39095796877518,False,d9b15d04dfa235f32a2d6eceefce2d6853865dd8ed58d3a5977fed522964ed68
jev,four_noul,ownership-08,ownership,1,noise,noise,ok,267.692832974717,False,d9b15d04dfa235f32a2d6eceefce2d6853865dd8ed58d3a5977fed522964ed68
jev,four_noul,ownership-08,ownership,2,noise,noise,ok,237.79170797206461,False,d9b15d04dfa235f32a2d6eceefce2d6853865dd8ed58d3a5977fed522964ed68
jev,four_noul,thread_context-01,thread_context,0,urgent,urgent,ok,291.99454199988395,False,8289521a4eb8761ac3bb1fe3c9fba97ec094e301453dab4d09a11a4c24cd9d62
jev,four_noul,thread_context-01,thread_context,1,urgent,urgent,ok,254.29083302151412,False,8289521a4eb8761ac3bb1fe3c9fba97ec094e301453dab4d09a11a4c24cd9d62
jev,four_noul,thread_context-01,thread_context,2,urgent,urgent,ok,223.67162496084347,False,8289521a4eb8761ac3bb1fe3c9fba97ec094e301453dab4d09a11a4c24cd9d62
jev,four_noul,thread_context-02,thread_context,0,urgent,urgent,ok,246.62729096598923,False,5fdab9de5ec8553ec1e667b013ac30133831843a1abfe1434c62fe0a48615dc5
jev,four_noul,thread_context-02,thread_context,1,urgent,urgent,ok,222.79679198982194,False,5fdab9de5ec8553ec1e667b013ac30133831843a1abfe1434c62fe0a48615dc5
jev,four_noul,thread_context-02,thread_context,2,urgent,urgent,ok,253.77045903587714,False,5fdab9de5ec8553ec1e667b013ac30133831843a1abfe1434c62fe0a48615dc5
jev,four_noul,thread_context-03,thread_context,0,todo,todo,ok,278.13420799793676,False,cbc26f4be2c009c67e595da586c8e5c59f5001da11360e1ba0dcbe07e8e92fc6
jev,four_noul,thread_context-03,thread_context,1,todo,todo,ok,302.59387503610924,False,cbc26f4be2c009c67e595da586c8e5c59f5001da11360e1ba0dcbe07e8e92fc6
jev,four_noul,thread_context-03,thread_context,2,todo,todo,ok,245.56099995970726,False,cbc26f4be2c009c67e595da586c8e5c59f5001da11360e1ba0dcbe07e8e92fc6
jev,four_noul,thread_context-04,thread_context,0,todo,todo,ok,231.15004203282297,True,3203672512785d47f1d9c6fdc7645d20efcfcb22ed8ec101da2743aee3ca67dc
jev,four_noul,thread_context-04,thread_context,1,todo,todo,ok,229.25420897081494,True,3203672512785d47f1d9c6fdc7645d20efcfcb22ed8ec101da2743aee3ca67dc
jev,four_noul,thread_context-04,thread_context,2,todo,todo,ok,223.79404195817187,True,3203672512785d47f1d9c6fdc7645d20efcfcb22ed8ec101da2743aee3ca67dc
jev,four_noul,thread_context-05,thread_context,0,valuable,valuable,ok,232.99179098103195,False,acb0b93e758eab64c67b0eda1be1a47416ccb9e297353616809ddce50325a08e
jev,four_noul,thread_context-05,thread_context,1,valuable,valuable,ok,266.52695797383785,False,acb0b93e758eab64c67b0eda1be1a47416ccb9e297353616809ddce50325a08e
jev,four_noul,thread_context-05,thread_context,2,valuable,valuable,ok,241.3305839872919,False,acb0b93e758eab64c67b0eda1be1a47416ccb9e297353616809ddce50325a08e
jev,four_noul,thread_context-06,thread_context,0,valuable,valuable,ok,252.444917045068,False,cf849651eec6372e32487a8b7a5a87f7c72c0f1bf789ee5cbe17bcd6d92c4aba
jev,four_noul,thread_context-06,thread_context,1,valuable,valuable,ok,248.32591699669138,False,cf849651eec6372e32487a8b7a5a87f7c72c0f1bf789ee5cbe17bcd6d92c4aba
jev,four_noul,thread_context-06,thread_context,2,valuable,valuable,ok,277.4250420043245,False,cf849651eec6372e32487a8b7a5a87f7c72c0f1bf789ee5cbe17bcd6d92c4aba
jev,four_noul,thread_context-07,thread_context,0,noise,noise,ok,269.02754104230553,True,cd2ac1b486f293af4c0b3acac191abb118b9a8e39269006de562295246c3491a
jev,four_noul,thread_context-07,thread_context,1,noise,noise,ok,219.00358400307596,True,cd2ac1b486f293af4c0b3acac191abb118b9a8e39269006de562295246c3491a
jev,four_noul,thread_context-07,thread_context,2,noise,noise,ok,331.1529580387287,True,cd2ac1b486f293af4c0b3acac191abb118b9a8e39269006de562295246c3491a
